ts,agent_id,x,y,z,v
534497,0,192.36241149902344,-86.26268005371094,0.5393258333206177,0.0
534498,0,192.36241149902344,-86.26268005371094,0.4919061064720154,0.0
534499,0,192.36241149902344,-86.26268005371094,0.4383743107318878,0.0
534500,0,192.36241149902344,-86.26268005371094,0.3787320554256439,0.0
534501,0,192.36241149902344,-86.26268005371094,0.31298086047172546,0.0
534502,0,192.36241149902344,-86.26268005371094,0.24112220108509064,0.0
534503,0,192.36241149902344,-86.26268005371094,0.16315768659114838,0.0
534504,0,192.36241149902344,-86.26268005371094,0.08290393650531769,0.0
534505,0,192.36241149902344,-86.26268005371094,0.026514854282140732,3.633540646129341e-08
534506,0,192.36241149902344,-86.26268005371094,-0.008726844564080238,8.503780001420052e-08
534507,0,192.36241149902344,-86.26268005371094,-0.029134521260857582,4.067117710460821e-08
534508,0,192.36241149902344,-86.26268005371094,-0.03932075574994087,8.35048063587388e-08
534509,0,192.36241149902344,-86.26268005371094,-0.04107673466205597,0.0002858266494546315
534510,0,192.36244201660156,-86.26265716552734,-0.03865554556250572,0.0011573228636736846
534511,0,192.36241149902344,-86.26264190673828,-0.034043312072753906,0.0004823413470838544
534512,0,192.36241149902344,-86.26263427734375,-0.028247259557247162,0.00013310832490735257
534513,0,192.36241149902344,-86.26263427734375,-0.02195255272090435,4.505325175118466e-05
534514,0,192.36241149902344,-86.26263427734375,-0.015612220391631126,0.00012727640304912682
534515,0,192.36241149902344,-86.26263427734375,-0.009513778612017632,0.00016079766504392028
534516,0,192.36244201660156,-86.26264190673828,-0.003827972337603569,0.00016935806744385347
534517,0,192.36244201660156,-86.26264190673828,0.0013550185831263661,0.0001641578354243106
534518,0,192.36244201660156,-86.26264190673828,0.006000022869557142,0.00015258919664862003
534519,0,192.36244201660156,-86.26265716552734,0.01010768860578537,0.00013904963319252543
534520,0,192.36244201660156,-86.26265716552734,0.013701400719583035,0.00012418042176370056
534521,0,192.36244201660156,-86.26265716552734,0.016817854717373848,0.00011052126146164856
534522,0,192.36245727539062,-86.26266479492188,0.019500579684972763,9.751621798216665e-05
534523,0,192.36245727539062,-86.26266479492188,0.02179538644850254,8.589810704818416e-05
534524,0,192.36245727539062,-86.26266479492188,0.02374778687953949,7.443546645116806e-05
534525,0,192.36245727539062,-86.26266479492188,0.02540103904902935,6.561580714831375e-05
534526,0,192.36245727539062,-86.2626724243164,0.026795310899615288,5.7263207672329634e-05
534527,0,192.36245727539062,-86.2626724243164,0.02796676568686962,5.004363273650904e-05
534528,0,192.36245727539062,-86.2626724243164,0.028947867453098297,4.334964496385162e-05
534529,0,192.36245727539062,-86.2626724243164,0.029767073690891266,3.829862153320345e-05
534530,0,192.36245727539062,-86.2626724243164,0.030449293553829193,3.319815824217804e-05
534531,0,192.36245727539062,-86.2626724243164,0.03101608157157898,2.8981205531308325e-05
534532,0,192.36245727539062,-86.2626724243164,0.03148593753576279,2.537454811881865e-05
534533,0,192.36245727539062,-86.2626724243164,0.031874656677246094,2.2085042626084008e-05
534534,0,192.36245727539062,-86.2626724243164,0.032195623964071274,1.9099995634787754e-05
534535,0,192.36245727539062,-86.2626724243164,0.03246017545461655,1.6908411941059997e-05
534536,0,192.36245727539062,-86.2626724243164,0.03267795592546463,1.4305697011260637e-05
534537,0,192.36245727539062,-86.2626724243164,0.03285682573914528,1.2451231424437963e-05
534538,0,192.36245727539062,-86.2626724243164,0.033003728836774826,1.1161408118799015e-05
534539,0,192.36245727539062,-86.2626724243164,0.033124085515737534,9.496725020772738e-06
534540,0,192.36245727539062,-86.2626724243164,0.03322257846593857,7.90061173522748e-06
534541,0,192.36245727539062,-86.2626724243164,0.033303145319223404,7.0995709118070265e-06
534542,0,192.36245727539062,-86.2626724243164,0.033368948847055435,6.054880265954098e-06
534543,0,192.36245727539062,-86.2626724243164,0.03342258557677269,5.183579998708659e-06
534544,0,192.36245727539062,-86.26268005371094,0.033466413617134094,4.51824441265918e-06
534545,0,192.36245727539062,-86.26268005371094,0.0334714874625206,4.0726270675479866e-07
534546,0,192.36245727539062,-86.26268005371094,0.03348476439714432,3.24935911128576e-07
534547,0,192.36245727539062,-86.26268005371094,0.03350048139691353,3.8046665349311754e-07
534548,0,192.36245727539062,-86.26268005371094,0.033516958355903625,4.1264224000052727e-07
534549,0,192.36245727539062,-86.26268005371094,0.033533286303281784,4.4575097564528227e-07
534550,0,192.36245727539062,-86.26268005371094,0.03354877233505249,3.6152469439530636e-07
534551,0,192.36245727539062,-86.26268005371094,0.0335630401968956,2.5214385179246727e-07
534552,0,192.36245727539062,-86.26268005371094,0.033575933426618576,2.9763503213314584e-07
534553,0,192.36245727539062,-86.26268005371094,0.0335874930024147,2.3560008971630469e-07
534554,0,192.36245727539062,-86.26268005371094,0.0335976779460907,2.1914804977629587e-07
534555,0,192.36245727539062,-86.26268005371094,0.03360656648874283,1.6181140247166423e-07
534556,0,192.36245727539062,-86.26268005371094,0.03361419588327408,2.4298019477454364e-07
534557,0,192.36245727539062,-86.26268005371094,0.03362075611948967,1.2205544723466208e-07
534558,0,192.36245727539062,-86.26268005371094,0.03362640365958214,1.0471834037354193e-07
534559,0,192.36245727539062,-86.26268005371094,0.033631209284067154,7.94999656163487e-08
534560,0,192.36245727539062,-86.26268005371094,0.033635254949331284,1.1977528033421245e-07
534561,0,192.36245727539062,-86.26268005371094,0.0336386114358902,7.600932959322138e-08
534562,0,192.36245727539062,-86.26268005371094,0.0336386114358902,1.3245567486160534e-07
534563,0,192.36245727539062,-86.26268005371094,0.03364013507962227,4.239626557525534e-08
534564,0,192.36245727539062,-86.26268005371094,0.0336415097117424,8.377769264463798e-08
534565,0,192.36245727539062,-86.26268005371094,0.0336429588496685,1.1474885703204286e-07
534566,0,192.36245727539062,-86.26268005371094,0.03364437073469162,2.7367602998678834e-08
534567,0,192.36245727539062,-86.26268005371094,0.03364574536681175,1.1360332867315261e-07
534568,0,192.36245727539062,-86.26268005371094,0.03364704176783562,1.4952858993418097e-08
534569,0,192.36245727539062,-86.26268005371094,0.03364814817905426,5.24186562328594e-08
534570,0,192.36245727539062,-86.26268005371094,0.033649176359176636,4.8786809207398956e-08
534571,0,192.36245727539062,-86.26268005371094,0.033649176359176636,4.4679672490519296e-08
534572,0,192.36245727539062,-86.26268005371094,0.03365089371800423,9.266182822999145e-08
534573,0,192.36245727539062,-86.26268005371094,0.03365089371800423,2.504780303383882e-08
534574,0,192.36245727539062,-86.26268005371094,0.03365219011902809,2.0898606593397902e-08
534575,0,192.36245727539062,-86.26268005371094,0.03365219011902809,2.405007826705381e-08
534576,0,192.36245727539062,-86.26268005371094,0.03365219011902809,1.4233240415856223e-07
534577,0,192.36245727539062,-86.26268005371094,0.033653486520051956,3.948791895325771e-08
534578,0,192.36245727539062,-86.26268005371094,0.033653486520051956,1.947800897346395e-08
534579,0,192.36245727539062,-86.26268005371094,0.033653486520051956,5.504225041691919e-08
534580,0,192.36245727539062,-86.26268005371094,0.033653486520051956,9.73523306271395e-08
534581,0,192.36245727539062,-86.26268005371094,0.033653486520051956,4.548315275334006e-09
534582,0,192.36245727539062,-86.26268005371094,0.033653486520051956,4.812508119429152e-09
534583,0,192.36245727539062,-86.26268005371094,0.033653486520051956,4.5144111934264795e-09
534584,0,192.36245727539062,-86.26268005371094,0.033653486520051956,4.537896123222713e-09
534585,0,192.36245727539062,-86.26268005371094,0.03365451842546463,5.165019517836142e-09
534586,0,192.36245727539062,-86.26268005371094,0.03365451842546463,2.1409531333826362e-08
534587,0,192.36245727539062,-86.26268005371094,0.03365451842546463,5.3315944154169575e-09
