ts,agent_id,cvip,cvip_x,cvip_y,cvip_z
534497,0,500.4911885387494,198.76744079589844,-95.83265686035156,-499.8193664550781
534498,0,5.595579574090421,195.56744384765625,-90.83265686035156,0.09999999403953552
534499,0,5.592365059106882,195.56744384765625,-90.83265686035156,0.09540698677301407
534500,0,5.589577830706274,195.56744384765625,-90.83265686035156,0.08469131588935852
534501,0,5.587154487252182,195.56744384765625,-90.83265686035156,0.0693112164735794
534502,0,5.58490284657624,195.56744384765625,-90.83265686035156,0.05613723769783974
534503,0,5.583078219951395,195.56744384765625,-90.83265686035156,0.04550548270344734
534504,0,5.582027767701456,195.56744384765625,-90.83265686035156,0.03692970052361488
534505,0,5.581839537785531,195.56744384765625,-90.83265686035156,0.030015792697668076
534506,0,5.581937002716514,195.56744384765625,-90.83265686035156,0.024444427341222763
534507,0,5.582054312131681,195.56744384765625,-90.83265686035156,0.01995697058737278
534508,0,5.582115992201545,195.56744384765625,-90.83265686035156,0.01634414680302143
534509,0,5.582104629980321,195.56744384765625,-90.83265686035156,0.013436851091682911
534510,0,5.582061392693935,195.56744384765625,-90.83265686035156,0.011098288930952549
534511,0,5.5820373134467065,195.56744384765625,-90.83265686035156,0.009217948652803898
534512,0,5.581991710267062,195.56744384765625,-90.83265686035156,0.007706718053668737
534513,0,5.581948395724954,195.56744384765625,-90.83265686035156,0.00649261474609375
534514,0,5.581915910632607,195.56744384765625,-90.83265686035156,0.0055175782181322575
534515,0,5.581894103986878,195.56744384765625,-90.83265686035156,0.004734840244054794
534516,0,5.581857788633585,195.56744384765625,-90.83265686035156,0.004106712061911821
534517,0,5.581852601613148,195.56744384765625,-90.83265686035156,0.003602867014706135
534518,0,5.581852851883691,195.56744384765625,-90.83265686035156,0.003198814345523715
534519,0,5.581844342228537,195.56744384765625,-90.83265686035156,0.002874908270314336
534520,0,5.581850665159098,195.56744384765625,-90.83265686035156,0.0026153563521802425
534521,0,5.581858257548936,195.56744384765625,-90.83265686035156,0.00240745535120368
534522,0,5.581851332686023,195.56744384765625,-90.83265686035156,0.0022409819066524506
534523,0,5.581859368672208,195.56744384765625,-90.83265686035156,0.0021076963748782873
534524,0,5.581867010920091,195.56744384765625,-90.83265686035156,0.0020010375883430243
534525,0,5.581874055145872,195.56744384765625,-90.83265686035156,0.0019157028291374445
534526,0,5.581874153846434,195.56744384765625,-90.83265686035156,0.0018474578391760588
534527,0,5.581879768039407,195.56744384765625,-90.83265686035156,0.00179290771484375
534528,0,5.58188466719281,195.56744384765625,-90.83265686035156,0.0017492675688117743
534529,0,5.58188889394076,195.56744384765625,-90.83265686035156,0.0017144393641501665
534530,0,5.581892507850435,195.56744384765625,-90.83265686035156,0.0016865539364516735
534531,0,5.581895574108779,195.56744384765625,-90.83265686035156,0.0016643141862004995
534532,0,5.581898159364009,195.56744384765625,-90.83265686035156,0.0016465758671984076
534533,0,5.581900327548116,195.56744384765625,-90.83265686035156,0.001632423372939229
534534,0,5.58190213779374,195.56744384765625,-90.83265686035156,0.0016210937174037099
534535,0,5.581903642873353,195.56744384765625,-90.83265686035156,0.0016120909713208675
534536,0,5.581904890803503,195.56744384765625,-90.83265686035156,0.0016048812540248036
534537,0,5.581905921432526,195.56744384765625,-90.83265686035156,0.0015991592081263661
534538,0,5.581906771538084,195.56744384765625,-90.83265686035156,0.0015946197090670466
534539,0,5.581907470548025,195.56744384765625,-90.83265686035156,0.0015909957000985742
534540,0,5.581908044248746,195.56744384765625,-90.83265686035156,0.001588096609339118
534541,0,5.581908514650709,195.56744384765625,-90.83265686035156,0.0015857695834711194
534542,0,5.581908899371498,195.56744384765625,-90.83265686035156,0.0015839386032894254
534543,0,5.581909213320883,195.56744384765625,-90.83265686035156,0.0015824889997020364
534544,0,5.581903223963587,195.56744384765625,-90.83265686035156,0.0015813064528629184
534545,0,5.581903252948857,195.56744384765625,-90.83265686035156,0.0015813064528629184
534546,0,5.5819033288176,195.56744384765625,-90.83265686035156,0.0015813064528629184
534547,0,5.581903418670491,195.56744384765625,-90.83265686035156,0.0015813064528629184
534548,0,5.581903512915525,195.56744384765625,-90.83265686035156,0.0015813064528629184
534549,0,5.581903606356219,195.56744384765625,-90.83265686035156,0.0015813064528629184
534550,0,5.581903695022975,195.56744384765625,-90.83265686035156,0.0015813064528629184
534551,0,5.581903776753006,195.56744384765625,-90.83265686035156,0.0015813064528629184
534552,0,5.581903850640155,195.56744384765625,-90.83265686035156,0.0015813064528629184
534553,0,5.581903916909861,195.56744384765625,-90.83265686035156,0.0015813064528629184
