ts,agent_id,x,y,z,v
542558,0,192.36241149902344,-86.26268005371094,0.5393258333206177,0.0
542559,0,192.36241149902344,-86.26268005371094,0.4919061064720154,0.0
542560,0,192.36241149902344,-86.26268005371094,0.4383743107318878,0.0
542561,0,192.36241149902344,-86.26268005371094,0.3787320554256439,0.0
542562,0,192.36241149902344,-86.26268005371094,0.31298086047172546,0.0
542563,0,192.36241149902344,-86.26268005371094,0.24112220108509064,0.0
542564,0,192.36241149902344,-86.26268005371094,0.16315768659114838,0.0
542565,0,192.36241149902344,-86.26268005371094,0.08290393650531769,0.0
542566,0,192.36241149902344,-86.26268005371094,0.026514854282140732,3.5818307229719364e-08
542567,0,192.36241149902344,-86.26268005371094,-0.008726844564080238,8.511017988151268e-08
542568,0,192.36241149902344,-86.26268005371094,-0.029134521260857582,4.0786184596093545e-08
542569,0,192.36241149902344,-86.26268005371094,-0.03932075574994087,8.367536970437121e-08
542570,0,192.36241149902344,-86.26268005371094,-0.04107673466205597,0.0002845941868011574
542571,0,192.36244201660156,-86.26265716552734,-0.03865554556250572,0.001084546899820453
542572,0,192.36241149902344,-86.26264190673828,-0.03404334932565689,0.0004529260419411943
542573,0,192.36241149902344,-86.26263427734375,-0.028247298672795296,0.00012057573652482872
542574,0,192.36241149902344,-86.26263427734375,-0.02195255272090435,4.8218129379919835e-05
542575,0,192.36241149902344,-86.26263427734375,-0.015612220391631126,0.0001246977481959976
542576,0,192.36241149902344,-86.26263427734375,-0.009513740427792072,0.0001554483474142164
542577,0,192.36244201660156,-86.26264190673828,-0.003827972337603569,0.00016155304975732973
542578,0,192.36244201660156,-86.26264190673828,0.0013550185831263661,0.0001546892745057103
542579,0,192.36244201660156,-86.26264190673828,0.006000022869557142,0.0001453174489369496
542580,0,192.36244201660156,-86.26265716552734,0.01010768860578537,0.0001326741857537601
542581,0,192.36244201660156,-86.26265716552734,0.013701400719583035,0.00011764903330603347
542582,0,192.36244201660156,-86.26265716552734,0.016817854717373848,0.0001052276245457172
542583,0,192.36245727539062,-86.26266479492188,0.019500503316521645,9.278398446993073e-05
542584,0,192.36245727539062,-86.26266479492188,0.021795349195599556,8.201931366925156e-05
542585,0,192.36245727539062,-86.26266479492188,0.023747749626636505,7.188676030395877e-05
542586,0,192.36245727539062,-86.26266479492188,0.025401076301932335,6.206689373551882e-05
542587,0,192.36245727539062,-86.2626724243164,0.026795310899615288,5.359687308407829e-05
542588,0,192.36245727539062,-86.2626724243164,0.02796676568686962,4.8003188545581994e-05
542589,0,192.36245727539062,-86.2626724243164,0.028947867453098297,4.17867234228861e-05
542590,0,192.36245727539062,-86.2626724243164,0.029767073690891266,3.671025437066633e-05
542591,0,192.36245727539062,-86.2626724243164,0.030449293553829193,3.1794711758133884e-05
542592,0,192.36245727539062,-86.2626724243164,0.03101608157157898,2.7902492929369897e-05
542593,0,192.36245727539062,-86.2626724243164,0.03148593753576279,2.411632433711089e-05
542594,0,192.36245727539062,-86.2626724243164,0.031874656677246094,2.1167716654181276e-05
542595,0,192.36245727539062,-86.2626724243164,0.032195623964071274,1.8170610114330663e-05
542596,0,192.36245727539062,-86.2626724243164,0.03246017545461655,1.6120047181631023e-05
542597,0,192.36245727539062,-86.2626724243164,0.03267795592546463,1.3862288439217691e-05
542598,0,192.36245727539062,-86.2626724243164,0.032856862992048264,1.210022292353066e-05
542599,0,192.36245727539062,-86.2626724243164,0.03300369158387184,1.072308911915987e-05
542600,0,192.36245727539062,-86.2626724243164,0.03312404453754425,9.082145228245603e-06
542601,0,192.36245727539062,-86.2626724243164,0.03322257846593857,8.002736078723773e-06
542602,0,192.36245727539062,-86.2626724243164,0.03330310806632042,6.908790608983739e-06
542603,0,192.36245727539062,-86.2626724243164,0.033368948847055435,5.843294659958909e-06
