ts,agent_id,throttle,steer,brake
11273,0,0.8999999761581421,0.004003138747066259,0.0
11274,0,0.8999999761581421,0.0028284010477364063,0.0
11275,0,0.8999999761581421,0.0036816236097365618,0.0
11276,0,0.8999999761581421,0.001970104407519102,0.0
11277,0,0.8999999761581421,0.0033183859195560217,0.0
11278,0,0.8999999761581421,0.003327425569295883,0.0
11279,0,0.8999999761581421,0.0021452372893691063,0.0
11280,0,0.8999999761581421,0.003438109066337347,0.0
11281,0,0.8999999761581421,0.00313206622377038,0.0
11282,0,0.8999999761581421,0.0031329693738371134,0.0
11283,0,0.8999999761581421,0.002873300574719906,0.0
11284,0,0.8999999761581421,0.0025693553034216166,0.0
11285,0,0.8999999761581421,0.0025254751089960337,0.0
11286,0,0.8999999761581421,0.0023560388945043087,0.0
11287,0,0.8999999761581421,0.002258884720504284,0.0
11288,0,0.8999999761581421,0.0021989308297634125,0.0
11289,0,0.8999999761581421,0.0022814916446805,0.0
11290,0,0.8999999761581421,0.0021650120615959167,0.0
11291,0,0.8999999761581421,0.0021012176293879747,0.0
11292,0,0.8999999761581421,0.002261979738250375,0.0
11293,0,0.8999999761581421,0.0021627850364893675,0.0
11294,0,0.8999999761581421,0.0023321162443608046,0.0
11295,0,0.8999999761581421,0.0023391081485897303,0.0
11296,0,0.8999999761581421,0.0023478076327592134,0.0
11297,0,0.8999999761581421,0.0024215090088546276,0.0
11298,0,0.8999999761581421,0.0021893077064305544,0.0
11299,0,0.8999999761581421,0.002202332951128483,0.0
11300,0,0.8999999761581421,0.0022292775101959705,0.0
11301,0,0.8999999761581421,0.0023151112254709005,0.0
11302,0,0.8999999761581421,0.002131843939423561,0.0
11303,0,0.8999999761581421,0.002209307625889778,0.0
11304,0,0.8999999761581421,0.0022960491478443146,0.0
11305,0,0.8999999761581421,0.0023012750316411257,0.0
11306,0,0.8999999761581421,0.0022661061957478523,0.0
11307,0,0.8999999761581421,0.0023329404648393393,0.0
11308,0,0.8999999761581421,0.0022384002804756165,0.0
11309,0,0.8999999761581421,0.002265313407406211,0.0
11310,0,0.8999999761581421,0.0022046936210244894,0.0
11311,0,0.8999999761581421,0.0023311313707381487,0.0
11312,0,0.8999999761581421,0.0022068838588893414,0.0
11313,0,0.8999999761581421,0.002193431369960308,0.0
11314,0,0.8999999761581421,0.002252922160550952,0.0
11315,0,0.8999999761581421,0.0021295505575835705,0.0
11316,0,0.8999999761581421,0.0021217497996985912,0.0
11317,0,0.8999999761581421,0.0020817150361835957,0.0
11318,0,0.8999999761581421,0.0021934611722826958,0.0
11319,0,0.8999999761581421,0.0021443506702780724,0.0
11320,0,0.8999999761581421,0.0019514760933816433,0.0
11321,0,0.8999999761581421,0.0020814817398786545,0.0
11322,0,0.8999999761581421,0.0020513448398560286,0.0
11323,0,0.8999999761581421,0.0020120313856750727,0.0
11324,0,0.8999999761581421,0.002050879644230008,0.0
11325,0,0.8999999761581421,0.0021113723050802946,0.0
11326,0,0.8999999761581421,0.0021211891435086727,0.0
11327,0,0.8999999761581421,0.002120519056916237,0.0
11328,0,0.8999999761581421,0.002052242634817958,0.0
11329,0,0.8999999761581421,0.0020985743030905724,0.0
11330,0,0.8999999761581421,0.002020240528509021,0.0
11331,0,0.8999999761581421,0.0019450030522421002,0.0
11332,0,0.8999999761581421,0.002041166415438056,0.0
11333,0,0.8999999761581421,0.0019565930124372244,0.0
11334,0,0.8999999761581421,0.0020138556137681007,0.0
11335,0,0.8999999761581421,0.0019937821198254824,0.0
11336,0,0.8999999761581421,0.0019318734994158149,0.0
11337,0,0.8999999761581421,0.0019321253057569265,0.0
11338,0,0.8999999761581421,0.001818720018491149,0.0
11339,0,0.8999999761581421,0.001872766762971878,0.0
11340,0,0.8999999761581421,0.001951948506757617,0.0
11341,0,0.8999999761581421,0.0018654157174751163,0.0
11342,0,0.8999999761581421,0.001878082868643105,0.0
11343,0,0.8999999761581421,0.0018975361017510295,0.0
11344,0,0.8999999761581421,0.0017725493526086211,0.0
11345,0,0.8999999761581421,0.001923264586366713,0.0
11346,0,0.8999999761581421,0.0018110275268554688,0.0
11347,0,0.8999999761581421,0.0017861585365608335,0.0
11348,0,0.8999999761581421,0.0017824360402300954,0.0
11349,0,0.8999999761581421,0.0017924337880685925,0.0
11350,0,0.8999999761581421,0.0018832653295248747,0.0
11351,0,0.8999999761581421,0.0017801208887249231,0.0
11352,0,0.8999999761581421,0.001780961873009801,0.0
11353,0,0.8999999761581421,0.001733287121169269,0.0
11354,0,0.8999999761581421,0.0018003069562837481,0.0
11355,0,0.8999999761581421,0.001855652779340744,0.0
11356,0,0.8999999761581421,0.001962603535503149,0.0
11357,0,0.8999999761581421,0.00184618157800287,0.0
11358,0,0.8999999761581421,0.0017970241606235504,0.0
11359,0,0.8999999761581421,0.0018883751472458243,0.0
11360,0,0.8999999761581421,0.0018076166743412614,0.0
11361,0,0.8999999761581421,0.0018248258857056499,0.0
11362,0,0.8999999761581421,0.0017381195211783051,0.0
11363,0,0.8999999761581421,0.0017917464720085263,0.0
11364,0,0.8999999761581421,0.001839596196077764,0.0
11365,0,0.8999999761581421,0.0016923302318900824,0.0
11366,0,0.8999999761581421,0.0019376905402168632,0.0
11367,0,0.8999999761581421,0.0018998085288330913,0.0
11368,0,0.8999999761581421,0.001704640220850706,0.0
11369,0,0.8999999761581421,0.0018035626271739602,0.0
11370,0,0.8999999761581421,0.0016592094907537103,0.0
11371,0,0.8999999761581421,0.001724629895761609,0.0
11372,0,0.8999999761581421,0.0017086557345464826,0.0
11373,0,0.8999999761581421,0.0017359466291964054,0.0
11374,0,0.8999999761581421,0.0015225957613438368,0.0
11375,0,0.8999999761581421,0.001464758301153779,0.0
11376,0,0.8999999761581421,0.0016821204917505383,0.0
11377,0,0.8999999761581421,0.0015146812656894326,0.0
11378,0,0.8999999761581421,0.0017829653806984425,0.0
11379,0,0.8999999761581421,0.0016477148747071624,0.0
11380,0,0.8999999761581421,0.0016661222325637937,0.0
11381,0,0.8999999761581421,0.0016063039656728506,0.0
11382,0,0.8999999761581421,0.0017389447893947363,0.0
11383,0,0.8999999761581421,0.0017852250020951033,0.0
11384,0,0.8999999761581421,0.002104163635522127,0.0
11385,0,0.8999999761581421,0.002001605462282896,0.0
11386,0,0.8999999761581421,0.0026855734176933765,0.0
11387,0,0.8999999761581421,0.003019011812284589,0.0
11388,0,0.8999999761581421,0.0028155220206826925,0.0
11389,0,0.8999999761581421,0.0026853629387915134,0.0
11390,0,0.8999999761581421,0.0024253660812973976,0.0
11391,0,0.8999999761581421,0.0023179128766059875,0.0
11392,0,0.8999999761581421,0.0021677257027477026,0.0
11393,0,0.8999999761581421,0.0023589851334691048,0.0
11394,0,0.8999999761581421,0.001829891582019627,0.0
11395,0,0.8999999761581421,0.001604869612492621,0.0
11396,0,0.8999999761581421,0.0012039602734148502,0.0
11397,0,0.8999999761581421,0.0004963967949151993,0.0
11398,0,0.8999999761581421,-0.0002555529645178467,0.0
11399,0,0.8999999761581421,6.162253703223541e-05,0.0
11400,0,0.8999999761581421,0.00022152153542265296,0.0
11401,0,0.8999999761581421,0.00036486159660853446,0.0
11402,0,0.8999999761581421,0.0003877640701830387,0.0
11403,0,0.8999999761581421,-0.00021101727907080203,0.0
11404,0,0.8999999761581421,-0.0002581953885965049,0.0
11405,0,0.8999999761581421,0.0012565527576953173,0.0
11406,0,0.8999999761581421,0.0013543169479817152,0.0
11407,0,0.8999999761581421,0.0016010617837309837,0.0
11408,0,0.8999999761581421,0.0020350904669612646,0.0
