ts,agent_id,x,y,z,v
11273,0,192.36241149902344,-86.26268005371094,0.5393258333206177,0.0
11274,0,192.36241149902344,-86.26268005371094,0.4919061064720154,0.0
11275,0,192.36241149902344,-86.26268005371094,0.4383743107318878,0.0
11276,0,192.36241149902344,-86.26268005371094,0.3787320554256439,0.0
11277,0,192.36241149902344,-86.26268005371094,0.31298086047172546,0.0
11278,0,192.36241149902344,-86.26268005371094,0.24112220108509064,0.0
11279,0,192.36241149902344,-86.26268005371094,0.16315768659114838,0.0
11280,0,192.36241149902344,-86.26268005371094,0.08290393650531769,0.0
11281,0,192.36241149902344,-86.26268005371094,0.026514854282140732,3.6478538037286453e-08
11282,0,192.36241149902344,-86.26268005371094,-0.008726844564080238,8.500344836278353e-08
11283,0,192.36241149902344,-86.26268005371094,-0.029134521260857582,4.065392758445847e-08
11284,0,192.36241149902344,-86.26268005371094,-0.03932075574994087,8.343805326989248e-08
11285,0,192.36241149902344,-86.26268005371094,-0.04107673466205597,0.0002859778746682795
11286,0,192.36244201660156,-86.26265716552734,-0.03865554556250572,0.001159532117148354
11287,0,192.36241149902344,-86.26264190673828,-0.03404334932565689,0.00048360471889542946
11288,0,192.36241149902344,-86.26263427734375,-0.028247259557247162,0.00013379315550960712
11289,0,192.36241149902344,-86.26263427734375,-0.02195255272090435,4.482745230245133e-05
11290,0,192.36241149902344,-86.26263427734375,-0.015612220391631126,0.0001273742151321306
11291,0,192.36241149902344,-86.26263427734375,-0.009513778612017632,0.00016160586863136318
11292,0,192.36244201660156,-86.26264190673828,-0.003827972337603569,0.00016968324458737207
11293,0,192.36244201660156,-86.26264190673828,0.0013550185831263661,0.00016447260701086958
11294,0,192.36244201660156,-86.26264190673828,0.006000022869557142,0.00015293119135234627
11295,0,192.36244201660156,-86.26265716552734,0.01010768860578537,0.00013924492550983434
11296,0,192.36244201660156,-86.26265716552734,0.013701400719583035,0.00012438482459303698
11297,0,192.36244201660156,-86.26265716552734,0.016817854717373848,0.00011076801015350153
11298,0,192.36245727539062,-86.26266479492188,0.01950054056942463,9.75819584557843e-05
11299,0,192.36245727539062,-86.26266479492188,0.021795349195599556,8.585131069033437e-05
11300,0,192.36245727539062,-86.26266479492188,0.023747749626636505,7.50910559724617e-05
11301,0,192.36245727539062,-86.26266479492188,0.02540103904902935,6.556820973609314e-05
11302,0,192.36245727539062,-86.2626724243164,0.026795310899615288,5.723910131439091e-05
11303,0,192.36245727539062,-86.2626724243164,0.02796676568686962,5.009868511251809e-05
11304,0,192.36245727539062,-86.2626724243164,0.028947867453098297,4.3488719651669075e-05
11305,0,192.36245727539062,-86.2626724243164,0.0297671128064394,3.833310114549815e-05
11306,0,192.36245727539062,-86.2626724243164,0.030449332669377327,3.340100446721454e-05
11307,0,192.36245727539062,-86.2626724243164,0.03101608157157898,2.916096663889146e-05
11308,0,192.36245727539062,-86.2626724243164,0.03148593753576279,2.5412399120550615e-05
11309,0,192.36245727539062,-86.2626724243164,0.03187461942434311,2.225440944515093e-05
11310,0,192.36245727539062,-86.2626724243164,0.03219558671116829,1.8543203076218132e-05
11311,0,192.36245727539062,-86.2626724243164,0.03246017545461655,1.661494737135743e-05
11312,0,192.36245727539062,-86.2626724243164,0.03267795592546463,1.4097829067895217e-05
11313,0,192.36245727539062,-86.2626724243164,0.032856862992048264,1.2616478785629967e-05
11314,0,192.36245727539062,-86.2626724243164,0.033003728836774826,1.1088213901182924e-05
11315,0,192.36245727539062,-86.2626724243164,0.033124085515737534,9.577473037165365e-06
11316,0,192.36245727539062,-86.2626724243164,0.03322257846593857,8.046880995330704e-06
11317,0,192.36245727539062,-86.2626724243164,0.033303145319223404,7.0920187156137315e-06
11318,0,192.36245727539062,-86.2626724243164,0.033368948847055435,5.7841714016244636e-06
11319,0,192.36245727539062,-86.2626724243164,0.03342258557677269,5.155573196135382e-06
11320,0,192.36245727539062,-86.26268005371094,0.033466413617134094,4.579820971570104e-06
11321,0,192.36245727539062,-86.26268005371094,0.0334714874625206,4.0725365923680525e-07
11322,0,192.36245727539062,-86.26268005371094,0.0334848016500473,3.72090785012118e-07
11323,0,192.36245727539062,-86.26268005371094,0.03350048139691353,3.7841314214798997e-07
11324,0,192.36245727539062,-86.26268005371094,0.033516958355903625,4.123999372743242e-07
11325,0,192.36245727539062,-86.26268005371094,0.033533286303281784,4.636455889383162e-07
11326,0,192.36245727539062,-86.26268005371094,0.03354877233505249,3.5821663749559884e-07
11327,0,192.36245727539062,-86.26268005371094,0.0335630401968956,2.508554857099078e-07
11328,0,192.36245727539062,-86.26268005371094,0.03357597440481186,2.9401089477504784e-07
